ezloophw-py logger started on:,2026-1-20_143126,,,,,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1030.,1030,1030,1030.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
52292872,3.302000,0.000000,0.000000,1022.22,1022.26,1023.67,1024.68,0.02,0.01,1.0,1.0,1.0,0.98,1022.53,633.7892538068820,665.7018584421410,-0.3162070155477270,636.5835838745240,314.9729143315940,0.23712645669271100,647.4725135534680,37.33183123835590,-4.492889905582340,-0.4564776721921910,-1.3330023510352000
52292972,3.402000,0.000000,0.000000,1022.25,1022.21,1023.7,1024.63,0.02,0.0,1.0,1.0,1.0,0.99,1022.38,633.7785937089180,665.9382979498890,-0.2749056936062350,636.6126275233680,315.37836367891900,0.027474524489636200,647.5331216801880,37.749976349219600,-4.306373516245260,-0.4631865292270280,-1.3261913478637700
52293073,3.502000,0.000000,0.000000,1022.29,1022.22,1023.58,1024.62,0.02,0.0,1.0,1.0,1.0,0.99,1022.55,634.1179515394,666.0625977404280,-0.1889137667318400,636.9172152482820,315.52766241835000,0.2407304522152650,647.8286887138330,38.01470775847710,-4.227413897080430,-0.4575366700811930,-1.3365675144027700
52293174,3.603000,0.000000,0.000000,1022.31,1022.22,1023.66,1024.64,0.02,0.01,1.0,1.0,1.0,0.99,1022.47,634.126894740782,666.0009623503680,-0.3042936123447760,636.9274052962280,315.46068052329800,0.2505738365977240,647.9074987463770,38.05770364170360,-4.209798907734590,-0.45773347590901800,-1.351216636481620
52293273,3.703000,0.000000,0.000000,1022.55,1022.24,1023.57,1024.65,0.02,0.01,1.0,1.0,1.0,0.99,1022.53,634.098037816822,666.035468699864,-0.15034483451002200,636.9240520016170,315.461051235832,0.24307228346922300,647.9285996248460,38.05747232500350,-4.250348505862640,-0.4618567998008340,-1.3480079955535800
52293373,3.803000,0.000000,0.000000,1022.37,1022.34,1023.69,1024.68,0.02,0.01,1.0,1.0,1.0,0.99,1022.48,634.1366157343520,666.0293634509170,-0.3112219602722070,636.937877060985,315.45641385899500,0.23863096882991000,647.9405279790490,38.06188505190660,-4.218471863055450,-0.4578135185404980,-1.355777447657880
52293473,3.902000,0.000000,0.000000,1022.31,1022.17,1023.72,1024.69,0.02,0.01,1.0,1.0,1.0,0.99,1022.44,634.1224842611350,666.0397284103450,-0.1467853837203410,636.9618793518360,315.5265020478410,0.2234614869827740,647.9291227492460,38.07421796052570,-4.222850206664680,-0.4641245592087580,-1.3353825896704600
52293573,4.003000,0.000000,0.000000,1022.1,1022.08,1023.7,1024.63,0.02,0.01,1.0,1.0,1.0,1.0,1022.39,634.1655018045300,665.9736871762870,-0.3868208128901800,636.925732914576,315.46289512958200,0.2547110460970240,647.9403161651010,38.05751794205090,-4.303203406998490,-0.4511881735051590,-1.3714000530252000
52293674,4.102000,0.000000,0.000000,1022.16,1022.17,1023.64,1024.66,0.02,0.01,1.0,1.0,1.0,1.0,1022.51,634.1094993175640,666.0725477449150,-0.19348400432153900,636.9221284981740,315.4631638482680,0.2652807707380910,647.9152905934720,38.06098095123550,-4.265127547423400,-0.45962353542147500,-1.3501380223693700
52293773,4.203000,0.000000,0.000000,1022.21,1022.18,1023.75,1024.65,0.03,0.01,1.0,1.0,1.0,1.0,1022.37,634.1044302522080,666.0498607852140,-0.11847314547014400,636.9589012272460,315.5309646426680,0.22061211369077900,647.901719600852,38.06257680063110,-4.23369848436971,-0.46658119195239200,-1.3253022933596200
